Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778210515,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1778210516,10,,Aggregated,0.000000,0.000000,29,33,35,41,46,50,53,61,61,61,61,55,0,29,31.45601636497304,18.74080000561662,60.9802000108175,20.89090909090909
1778210517,20,,Aggregated,0.000000,0.000000,27,30,34,41,57,82,90,92,94,94,94,150,0,27,33.14512333328215,16.93739998154342,94.04679998988286,20.813333333333333
1778210518,30,,Aggregated,28.000000,0.000000,38,92,130,140,170,190,210,230,240,240,240,237,0,38,74.81883544259202,16.93739998154342,235.05280000972562,20.82278481012658
1778210519,40,,Aggregated,49.000000,0.000000,110,160,190,210,260,260,300,300,360,360,360,328,0,110,116.256826218887,16.93739998154342,361.7037999792956,20.777439024390244
1778210520,50,,Aggregated,60.666667,0.000000,150,210,230,250,280,310,380,490,1400,1400,1400,432,0,150,157.81327384266424,16.93739998154342,1404.3161000008695,20.828703703703702
1778210521,60,,Aggregated,68.500000,0.000000,190,240,270,290,330,380,410,1300,1400,1400,1400,525,0,190,189.92045485725006,16.93739998154342,1404.3161000008695,20.815238095238094
1778210522,70,,Aggregated,74.200000,0.000000,210,260,290,300,340,400,1300,1400,1500,1500,1500,629,0,210,224.73550333856346,16.93739998154342,1502.4578000011388,20.80763116057234
1778210523,80,,Aggregated,78.666667,0.000000,230,280,310,330,420,600,1400,1500,2400,2400,2400,714,0,230,270.8254452380733,16.93739998154342,2433.1061000120826,20.810924369747898
1778210524,80,,Aggregated,80.714286,0.000000,250,300,330,360,480,1300,1500,2200,2700,2700,2700,817,0,250,305.69571175032854,16.93739998154342,2667.0707000012044,20.811505507955935
1778210525,80,,Aggregated,82.000000,0.000000,270,310,350,380,510,1400,1600,2400,2700,2700,2700,922,0,260,342.3863382862743,16.93739998154342,2667.0707000012044,20.821041214750544
1778210526,80,,Aggregated,83.555556,0.000000,270,320,350,390,520,1400,1500,2400,2700,4300,4300,1037,0,270,358.66409980719135,16.93739998154342,4332.967299997108,20.820636451301834
1778210527,80,,Aggregated,84.900000,0.000000,280,330,370,390,530,1400,2200,2500,4300,4600,4600,1143,0,280,381.03984820641506,16.93739998154342,4605.108699994162,20.832020997375327
1778210528,80,,Aggregated,92.900000,0.000000,290,330,370,390,530,1400,2200,2500,5000,5700,5700,1253,0,290,395.7310269752538,16.93739998154342,5663.174799992703,20.833998403830805
1778210529,80,,Aggregated,96.900000,0.000000,290,340,380,400,620,1400,2200,2500,5000,5700,5700,1356,0,290,406.21053193221337,16.93739998154342,5663.174799992703,20.828171091445427
1778210530,80,,Aggregated,98.900000,0.000000,300,340,390,400,1300,1500,2400,2600,5700,7800,7800,1473,0,300,432.9168894771946,16.93739998154342,7788.327599992044,20.8255261371351
1778210531,80,,Aggregated,101.400000,0.000000,300,350,390,400,1300,1500,2400,2700,5700,7800,7800,1570,0,300,436.6446617834276,16.93739998154342,7788.327599992044,20.817197452229298
1778210532,80,,Aggregated,102.000000,0.000000,300,340,390,400,1300,1500,2400,2600,5700,7800,7800,1675,0,300,439.4307317014144,16.93739998154342,7788.327599992044,20.820298507462688
1778210533,80,,Aggregated,103.200000,0.000000,300,340,390,400,1300,1500,2400,3300,5700,7800,7800,1786,0,300,445.8065842662909,16.93739998154342,7788.327599992044,20.819708846584547
1778210534,80,,Aggregated,103.600000,0.000000,300,350,390,410,1300,1500,2500,3400,5700,7800,7800,1875,0,300,458.81223050649277,16.93739998154342,7788.327599992044,20.824
1778210535,80,,Aggregated,105.000000,0.000000,300,360,400,420,1300,1500,2500,3400,5700,7800,7800,1950,0,300,470.65401005109425,16.93739998154342,7788.327599992044,20.825641025641026
1778210536,80,,Aggregated,106.500000,0.000000,300,360,400,420,1300,1500,2500,3400,5500,7800,7800,2039,0,300,481.8613457084346,16.93739998154342,7788.327599992044,20.822461991172144
1778210537,80,,Aggregated,104.500000,0.000000,310,360,400,420,1300,1500,2500,3400,5500,7800,7800,2144,0,310,480.4253999996782,16.93739998154342,7788.327599992044,20.823694029850746
1778210538,80,,Aggregated,102.100000,0.000000,310,370,400,420,1300,1500,2500,3400,5500,7800,7800,2238,0,310,485.32582582625827,16.93739998154342,7788.327599992044,20.823949955317246
1778210539,80,,Aggregated,100.000000,0.000000,310,370,400,420,1400,1500,2500,3600,5500,7800,7800,2347,0,310,497.4172116741562,16.93739998154342,7788.327599992044,20.825308904985086
1778210540,80,,Aggregated,99.900000,0.000000,310,370,400,420,1300,1500,2500,3600,5500,7800,7800,2426,0,310,496.9989119947744,16.93739998154342,7788.327599992044,20.828524319868094
